Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Latitude,Longtitude,Regional Manager
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Accessories,79.96,4,0,18.3908,44.470,37.839333,-84.27002,George
Standard Class,Consumer,United States,Florence,Kentucky,41042,South,Technology,Phones,587.97,3,0,170.5113,32.780,37.839333,-84.27002,George
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0,15.5520,22.010,46.39241,-94.63623,Esther
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0,16.1960,18.220,46.39241,-94.63623,Esther
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,9449.95,5,0,4630.4755,13.070,46.39241,-94.63623,Esther
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0,6.4700,12.250,46.39241,-94.63623,Esther
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,5.2072,9.630,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,1.1100,6.860,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072,4.770,31,-100,Esther
Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0,7.0048,3.960,41.5,-100,Esther
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,159.96,5,0.2,17.9955,3.610,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,13.76,2,0.2,4.6440,2.600,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,6.8992,2.240,31,-100,Esther
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,13.96,2,0,0.2792,0.670,40.73061,-73.935242,Nick
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,27.414,3,0.4,14.1639,368.440,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0,19.9746,142.270,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0,20.9274,118.630,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0,8.4966,73.240,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0,0.9512,70.520,44.182205,-84.506836,Esther
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889,32.720,31,-100,Esther
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579,29.130,31,-100,Esther
First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1219.96,5,0.2,381.2375,20.490,47.751076,-120.740135,Susan
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.168,2,0.2,0.9900,19.700,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0,9.3312,14.810,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,454.86,7,0,54.5832,14.530,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,91.392,8,0.2,29.7024,13.450,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,19.04,4,0.2,1.4280,13.090,41.203323,-77.194527,Nick
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.44,6,0,16.8480,10.580,47.751076,-120.740135,Susan
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0,17.6673,10.500,47.751076,-120.740135,Susan
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,26.032,2,0.2,9.4366,9.370,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Appliances,35.91,3,0,9.6957,9.060,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,91.032,3,0.2,2.2758,9.000,27.994402,-81.760254,George
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,54.66,6,0,18.0378,8.030,37.926868,-78.024902,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,67.344,6,0.2,7.5762,5.600,35.782169,-80.793457,George
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Machines,2624.985,3,0.5,944.9946,4.900,35.782169,-80.793457,George
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,73.28,4,0,21.2512,4.370,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,23.8920,3.720,40,-89,Esther
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,11.952,3,0.2,4.0338,3.060,27.994402,-81.760254,George
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,15.552,3,0.2,5.6376,3.060,27.994402,-81.760254,George
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Fasteners,45,9,0,21.6000,2.980,37.926868,-78.024902,George
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Machines,209.97,3,0,90.2871,2.750,37.926868,-78.024902,George
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,112.12,5,0.2,42.0450,2.710,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,1575.14,7,0,204.7682,2.580,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Fasteners,25.06,7,0,12.5300,2.570,37.926868,-78.024902,George
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,10.3860,2.020,31,-100,Esther
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,37.392,3,0.2,2.3370,1.900,41.203323,-77.194527,Nick
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,79.12,5,0.2,13.8460,1.190,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0,8.6940,1.040,38.5,-98,Esther
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,57.42,9,0,26.4132,0.970,44.182205,-84.506836,Esther
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,12.74,7,0,5.7330,0.700,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,8.82,3,0,2.3814,0.620,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,120.784,1,0.2,13.5882,0.600,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Freeport,New York,11520,East,Furniture,Furnishings,322.59,3,0,64.5180,0.600,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,15.1311,0.220,31,-100,Esther
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1,0.2,1.2005,243.770,31,-100,Esther
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,0.2,2.0700,150.270,31,-100,Esther
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,259.136,4,0.2,58.3056,133.600,31,-100,Esther
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,29.24,5,0.2,9.8685,126.380,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,15.552,3,0.2,5.4432,119.030,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,4.896,3,0.2,1.6524,104.240,41.203323,-77.194527,Nick
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,38.088,4,0.7,27.9312,93.650,35.860119,-86.660156,George
Standard Class,Corporate,United States,Bristol,Tennessee,37620,South,Office Supplies,Binders,2.808,3,0.7,1.9656,83.410,35.860119,-86.660156,George
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,47.984,2,0.2,0.5998,72.040,41.203323,-77.194527,Nick
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,26.064,6,0.7,19.9824,71.180,41.203323,-77.194527,Nick
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,64.360,40,-89,Esther
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,12.84,3,0,3.7236,51.900,33.247875,-83.441162,George
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,539.97,3,0,134.9925,42.890,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0,5.8708,40.870,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Labels,16.52,4,0,7.5992,36.300,44,-71.5,Nick
Standard Class,Consumer,United States,Dover,New Hampshire,3820,East,Office Supplies,Binders,671.94,3,0,315.8118,35.360,44,-71.5,Nick
First Class,Corporate,United States,Aurora,Colorado,80013,West,Technology,Accessories,169.064,7,0.2,14.7931,32.990,39.113014,-105.358887,Susan
First Class,Corporate,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,168.624,9,0.2,14.7546,26.560,39.113014,-105.358887,Susan
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Paper,19.44,3,0,9.3312,26.490,40.73061,-73.935242,Nick
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,31.92,4,0,8.2992,26.270,36.778259,-119.417931,Susan
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,433.568,2,0.2,65.0352,25.190,36.778259,-119.417931,Susan
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,31.104,6,0.2,10.8864,19.040,34.048927,-111.093735,Susan
First Class,Home Office,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,54.816,3,0.2,17.8152,16.340,34.048927,-111.093735,Susan
Standard Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Storage,48.86,7,0,0.9772,12.780,36.778259,-119.417931,Susan
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.2,2,0,6.5320,12.730,33.836082,-81.163727,George
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,12.96,2,0,6.2208,12.250,33.836082,-81.163727,George
Same Day,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,58.34,2,0,28.0032,11.550,33.836082,-81.163727,George
First Class,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Art,56.3,2,0,15.7640,11.110,36.778259,-119.417931,Susan
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0,163.7870,10.060,33.836082,-81.163727,George
Standard Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,122.97,3,0,60.2553,9.900,33.836082,-81.163727,George
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,46.35,5,0,21.7845,8.600,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,14.976,9,0.2,5.4288,8.310,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,6.3600,7.980,31,-100,Esther
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Accessories,319.96,4,0,115.1856,7.360,40.73061,-73.935242,Nick
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,17.04,3,0,7.6680,7.350,40.73061,-73.935242,Nick
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3,0,10.3473,7.230,40.73061,-73.935242,Nick
First Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Bookcases,81.94,1,0,20.4850,7.060,42.407211,-71.382439,Nick
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6,0,9.8160,7.000,39.045753,-76.641273,Nick
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,10.6547,6.240,31,-100,Esther
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,3.2934,6.000,31,-100,Esther
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696,5.870,31,-100,Esther
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0,4.4955,5.830,42.032974,-93.581543,Esther
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Copiers,10499.97,3,0,5039.9856,5.750,39,75.5,Nick
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6000,5.570,31,-100,Esther
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Furniture,Tables,696.42,2,0,160.1766,4.340,44.068203,-114.742043,Susan
Standard Class,Corporate,United States,Boise,Idaho,83704,West,Technology,Phones,304.776,3,0.2,22.8582,4.260,44.068203,-114.742043,Susan
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,51.98,2,0,15.0742,4.160,36.778259,-119.417931,Susan
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5,0,10.3740,4.080,36.778259,-119.417931,Susan
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3,0,10.3071,3.180,40.73061,-73.935242,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,3.100,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,18.192,4,0.7,14.5536,2.740,41.203323,-77.194527,Nick
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,7.31,1,0,3.4357,1.940,40.73061,-73.935242,Nick
Same Day,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,799.984,2,0.2,249.9950,1.680,40.73061,-73.935242,Nick
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,41.28,6,0,18.9888,1.640,40.73061,-73.935242,Nick
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,184.66,7,0,84.9436,1.500,40.73061,-73.935242,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Art,49.25,5,0,18.7150,1.480,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Paper,10.16,2,0,4.7752,1.470,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,14.76,2,0,4.2804,1.350,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Office Supplies,Binders,34.08,2,0,15.6768,1.290,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Furnishings,17.67,3,0,7.7748,1.020,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Chairs,1604.9,5,0,481.4700,0.960,41.825226,-71.418884,Nick
Second Class,Consumer,United States,Cranston,Rhode Island,2920,East,Furniture,Tables,385.686,1,0.3,60.6078,0.740,41.825226,-71.418884,Nick
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.9950,0.620,40,-89,Esther
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,9.42,3,0,4.2390,0.600,37.839333,-84.27002,George
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,6.56,2,0,1.9024,0.450,37.839333,-84.27002,George
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,24.56,2,0,11.5432,8.210,37.839333,-84.27002,George
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0,64.2000,7.990,40.273502,-86.126976,Esther
Standard Class,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,62.28,4,0,29.2716,6.340,40.73061,-73.935242,Nick
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Labels,9.24,3,0,4.4352,4.370,36.778259,-119.417931,Susan
First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Bookcases,482.664,8,0.15,85.1760,3.100,36.778259,-119.417931,Susan
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Machines,4799.984,2,0.2,359.9988,124.980,36.778259,-119.417931,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0,18.2112,119.720,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,18.288,6,0.2,6.6294,28.620,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Machines,385.8,5,0.2,130.2075,25.580,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,102.96,2,0,1.0296,20.230,47.751076,-120.740135,Susan
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,174.42,3,0,41.8608,19.150,47.751076,-120.740135,Susan
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,3.2406,12.720,40,-89,Esther
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,42.4926,9.290,40,-89,Esther
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0,21.5824,8.950,42.032974,-93.581543,Esther
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,61.584,1,0.2,6.9282,8.420,47.751076,-120.740135,Susan
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0,10.3408,7.220,40.273502,-86.126976,Esther
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,348.6294,6.150,31,-100,Esther
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,17.6607,4.090,31,-100,Esther
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,2.860,31,-100,Esther
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,2.270,31,-100,Esther
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,10.4214,1.880,31,-100,Esther
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,11.352,3,0.2,4.1151,1.710,41.203323,-77.194527,Nick
First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,20.808,9,0.2,7.0227,1.430,41.203323,-77.194527,Nick
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,18.8364,1.290,40,-89,Esther
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,9.408,7,0.2,0.7056,1.200,41.203323,-77.194527,Nick
First Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,19.83,1,0,5.9490,1.120,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0,100.6560,0.900,44.182205,-84.506836,Esther
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,43.92,4,0,11.8584,0.840,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Binders,20.232,3,0.2,6.5754,0.640,36.778259,-119.417931,Susan
First Class,Home Office,United States,Springfield,Virginia,22153,South,Technology,Phones,149.97,3,0,5.9988,45.160,37.926868,-78.024902,George
First Class,Home Office,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,27.81,3,0,13.0707,37.950,37.926868,-78.024902,George
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,66.3,3,0,8.6190,21.820,36.778259,-119.417931,Susan
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,1.64,1,0,0.7380,14.940,39.045753,-76.641273,Nick
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,1049.2,5,0,272.7920,8.760,39.045753,-76.641273,Nick
Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,20.9,5,0,7.5240,8.440,39.045753,-76.641273,Nick
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,88.08,6,0,40.5168,7.590,41.599998,-72.699997,Nick
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,751.92,4,0,150.3840,5.220,41.599998,-72.699997,Nick
Same Day,Corporate,United States,New York City,New York,10011,East,Furniture,Chairs,887.103,7,0.1,177.4206,2.590,40.73061,-73.935242,Nick
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,55.944,7,0.2,13.2867,2.270,27.994402,-81.760254,George
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Office Supplies,Art,10.688,2,0.2,2.2712,0.560,27.994402,-81.760254,George
Same Day,Consumer,United States,Lakeland,Florida,33801,South,Technology,Phones,11.824,2,0.2,1.0346,0.210,27.994402,-81.760254,George
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,27.090,40,-89,Esther
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,145.1760,11.270,40,-89,Esther
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,6.8094,10.490,40,-89,Esther
Standard Class,Corporate,United States,Medford,Oregon,97504,West,Office Supplies,Binders,9.762,2,0.7,6.8334,5.620,44,-120.5,Susan
First Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Chairs,196.784,2,0.2,22.1382,68.950,47.751076,-120.740135,Susan
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,47.98,2,0,23.9900,26.410,40.73061,-73.935242,Nick
Second Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Labels,13.05,5,0,6.0030,16.840,41.599998,-72.699997,Nick
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0,19.8276,8.560,46.39241,-94.63623,Esther
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,80.48,1,0,24.1440,8.350,33.247875,-83.441162,George
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,11.673,3,0.7,7.7820,7.010,41.203323,-77.194527,Nick
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,863.128,8,0.3,160.2952,6.900,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,6.2370,6.510,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6648,7,0.32,225.0976,5.480,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,20.1408,4.300,31,-100,Esther
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.1395,3.440,31,-100,Esther
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,871.4,4,0,148.1380,2.970,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Jackson,Tennessee,38301,South,Furniture,Furnishings,692.472,11,0.2,190.4298,2.920,35.860119,-86.660156,George
Second Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Furnishings,207.76,4,0,85.1816,2.100,39.045753,-76.641273,Nick
Same Day,Consumer,United States,Murray,Utah,84107,West,Technology,Phones,71.928,9,0.2,6.2937,2.080,39.41922,-111.950684,Susan
Same Day,Consumer,United States,Murray,Utah,84107,West,Office Supplies,Art,25.99,1,0,7.5371,2.000,39.41922,-111.950684,Susan
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,3.592,1,0.2,1.1225,1.910,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,48.632,2,0.8,121.5800,1.340,31,-100,Esther
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,323.1,2,0,61.3890,1.130,47.751076,-120.740135,Susan
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Technology,Machines,9099.93,7,0,2365.9818,0.750,39.833851,-74.871826,Nick
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Furniture,Furnishings,9.96,2,0,3.2868,0.420,39.833851,-74.871826,Nick
Standard Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,25.3,5,0,11.8910,118.620,39.833851,-74.871826,Nick
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,11.36,2,0,5.2256,105.110,40.73061,-73.935242,Nick
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,69.264,2,0.1,14.6224,84.930,40.73061,-73.935242,Nick
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0,1.7343,43.940,40.273502,-86.126976,Esther
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,1103.97,3,0,496.7865,43.620,40.273502,-86.126976,Esther
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Furniture,Bookcases,246.1328,2,0.32,76.0116,36.810,31,-100,Esther
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Labels,11.696,2,0.2,3.9474,23.010,31,-100,Esther
Second Class,Corporate,United States,Port Arthur,Texas,77642,Central,Technology,Copiers,439.992,1,0.2,164.9970,18.930,31,-100,Esther
Standard Class,Home Office,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,64.784,1,0.2,12.9568,17.150,35.860119,-86.660156,George
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Binders,33.28,5,0.8,49.9200,12.390,31,-100,Esther
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,14.088,3,0.2,4.9308,11.920,31,-100,Esther
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,11.16,2,0,2.7900,11.650,36.778259,-119.417931,Susan
